"Year","imdbRating","budget_raw","worldwide_raw","domestic_raw","big_money","avg_prior_Actors_total","avg_prior_Actors_ratio","avg_prior_Writer_total","avg_prior_Writer_ratio","avg_prior_Director_total","avg_prior_Director_ratio","Comedy","Drama","Romance","Adventure","Family","Horror","Mystery","Action","Crime","Fantasy","Thriller","Sci-Fi","History","Documentary","Music","Animation","Biography","Musical","Sport","Western","War"
2001,8.1,4500000,7696529,1270522,-1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,5.2,70000000,54612337,28212337,-1,107985534.75,1.51046151232394,0,1,75810100.3333333,2.77395197616162,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.5,20000000,50946957,33446470,1,117097277.866667,2.92292298179074,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.4,30000000,71172251,64172251,1,6933091.5,1.0388788125,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,4.8,9000000,20035310,20035310,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,8.3,13500000,93631742,5501940,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2000,4.9,28000000,33000377,33000377,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,6,60000000,30063805,30063805,-1,17052679,0.826737490080645,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,5.5,68000000,75685268,33685268,-1,41536563.625,1.36669149404304,30885781,0.996315516129032,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,6.9,32000000,39498360,33022286,-1,133143481.692308,2.43138204627619,76669806,1.70377346666667,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,6.6,75000000,154965956,103365956,1,181293452.235294,7.79154597242749,160344238.5,5.71907798181818,13000959,1.18190536363636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2008,5.7,40000000,49686263,32862104,-1,91985472.4615385,1.88385732747771,0,1,114769963,2.07688529375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,4.4,72000000,54616869,32616869,-1,4854295.5,0.8713573875,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,6.9,4700000,239962,239962,-1,219744908.5,2.947449085,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,5.6,16000000,15980376,15427192,-1,590881,0.816413361111111,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,5.5,20000000,56398162,56398162,1,15629177,1.74266708,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,5.4,13000000,73180297,46729374,1,29934777.5,2.62092359375,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,7.3,12000000,994790,870067,-1,36146925,2.7581625,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,3.4,30000000,26214846,26214846,-1,0,1,110053647.5,2.34889486666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.8,40000000,10070651,9652000,-1,103187950.8,2.03747011874192,0,1,8374062,0.16748124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.6,80000000,178066569,101440743,1,180709955.4,2.59634621913984,0,1,59124870.5,2.95812324166667,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,7.7,50000000,55367342,17181265,-1,0,1,14156753,1.4156753,31559792.5,1.042679978125,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2008,6.7,14000000,12656784,2656784,-1,87903069.2941176,3.32968573069332,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6.3,10000000,241719,131719,-1,62480133.75,1.48087293661939,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,7.3,40000000,120612565,81612565,1,70674013.7777778,1.98412451600475,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5.4,30000000,36722311,17266505,-1,12838314,1.35992674393939,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,4.8,65000000,56409722,24409722,-1,108695149.5,3.20303325352564,45709647.75,1.08120840446429,82150183,1.36916971666667,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2003,6.9,32000000,222124612,173398518,1,41030349.8,1.8832882271645,0,1,5476060,1.095212,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,6.4,54000000,50719373,26850426,-1,236305682.545455,2.58769319685358,47371191,0.78951985,125048898,1.84280710357143,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.3,35000000,22913677,22913677,-1,35666832.4,1.84407499452381,0,1,19860259,1.9860259,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,7.6,2100000,313436,313436,-1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,5.5,10000000,38364855,28444855,1,11544080.5,1.0386020125,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.2,85000000,340384141,127706877,1,191359352.875,2.1475374396129,81461343,4.07306715,66941559,0.787547752941177,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,7,10000000,11924041,11748661,-1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.6,85000000,96971293,51396781,-1,2639322.75,1.189887125,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2002,5.5,38000000,39177215,39177215,-1,35030714.5,1.6025426485589,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,4.7,20000000,14566246,13548322,-1,117653984.615385,2.47561186600747,0,1,35799174.5,0.486206556666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,2.3,20000000,86858578,39739367,1,55991084.6,2.9857539008421,180874213,9.40844749210526,84548426,4.2274213,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.6,20000000,5345869,1190018,-1,54942940.8571429,1.73637578842566,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,5.1,100000000,249488115,75030163,1,49337850.6,1.288323187,365900000,3.93440860215054,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7.3,50000000,257805243,125548685,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,8.4,20000000,72993444,34366518,1,217579742.555556,2.84026504101805,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,5.4,175000000,173219280,100289690,-1,91214654.4637681,2.60540780387257,0,1,256768883.5,3.23493888117284,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,7.2,20000000,9208876,9208876,-1,141826877.068966,2.29307227320023,0,1,128745578,5.14982312,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.5,33000000,79958599,51758599,1,36883974.1538462,2.69300518983683,0,1,91036760,3.6414704,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,5.1,78000000,43957541,41814863,-1,79481026.25,1.24636717571549,0,1,54616869,0.758567625,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,4.4,40000000,12624471,4835968,-1,69564735.8,2.54388635510074,0,1,30199105,0.754977625,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,7.5,6000000,222414517,119114517,1,82361625.1818182,1.36982058721828,58576018,19.5253393333333,58576018,19.5253393333333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2006,5.6,50000000,128402901,88715192,1,89749202.9090909,1.80964890721346,0,1,75069300,1.11158481818182,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5.7,87500000,330717080,154696080,1,92361152.8333333,2.60615291437908,381006676.8,2.85432005720136,77081642,6.42347016666667,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,4.3,45000000,48563556,48114556,-1,0,1,0,1,352242522,70.4485044,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,7.2,12000000,196857,196857,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,6.4,3200000,341808,56131,-1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.3,35000000,16830252,6630252,-1,50876058.8571429,2.38388988646354,0,1,106000000,1.17777777777778,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2005,6.2,40000000,50071069,42071069,-1,84014055,1.38008567952125,40862054,2.72413693333333,77901402,1.63067710634921,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.8,8000000,419801,298110,-1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,6.8,23000000,112036870,53302314,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,6.2,26000000,90396664,46896664,1,25060371.2,1.65003357217391,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,5.8,25000000,112798051,54098051,1,0,1,41346211.6,1.60147486523514,77971308,2.88360194676131,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2001,6.5,137000000,85131830,32131830,-1,23932416.8571429,2.33579579352472,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,7.1,13000000,1788077,1173673,-1,90468539.7,2.34068931776697,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2000,7.3,43000000,80013623,51768623,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,8.2,94000000,906465556,380529370,1,138758035.5,1.72194658900737,0,1,279878859.5,2.93372921304348,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,7.8,25000000,115036108,51676606,1,105769278.846154,2.88602849844158,0,1,43766463,10.94161575,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,7.1,53000000,61902376,33602376,-1,25296233.8,1.0414532590942,262089028,3.1863674879085,135981288.25,3.86709692282051,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2006,6.1,15000000,21896367,21000147,-1,49695059.5555556,1.59648026054182,141205169,2.17238721538462,1033810,0.159047692307692,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.1,75000000,34009180,21009180,-1,129948550.636364,2.48193116413304,0,1,58855732,1.4713933,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6.2,55000000,225706988,89706988,1,151203580.2,2.0471872372803,1466359.5,0.74439325,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.7,149000000,177665672,64665672,-1,225281485.277778,2.60563405022377,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,6.6,60000000,14816379,13090630,-1,182412834.222222,1.53304184402078,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5.6,72500000,109362966,70231041,-1,81945481.9,1.89087375477713,0,1,274574685.5,5.73394331004785,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.3,12000000,5549923,5549923,-1,62920526.2222222,2.45430091666667,19624060.5,3.27067675,19624060.5,3.27067675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.3,30000000,105173042,63172463,1,7442871.25,1.74238283333333,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.3,27000000,5204007,5204007,-1,84654659.5555556,1.66356815885841,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,1500000,172569,75828,-1,36408141.8,1.90859809333333,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,6.9,30000000,92494381,74494381,1,124970104.8,1.83441406280702,0,1,124048239.333333,2.30867647945518,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,5.6,80000000,163546040,120146040,1,83599679.0625,4.51498060863518,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.3,11000000,19947280,13110448,-1,69997717.8,1.9000518983871,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2003,6.1,26000000,160822438,110222438,1,18800711.6,1.60642751833333,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,4.5,15000000,14249005,14249005,-1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.8,25000000,114576403,82622655,1,0,1,0,1,5204007,0.192741,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,7.5,21000000,43632609,36605602,1,98984255.4285714,2.76297251705928,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2000,7.3,31000000,68079671,44983704,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2002,7.4,12000000,55710675,25885000,1,63501442.8333333,2.43133487054945,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,7.3,30000000,61950770,61255921,1,27792625.6666667,3.50998660057434,2932719,0.4887865,80831893,0.950963447058824,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,5.9,6500000,17518322,13368437,1,64657940.9,1.43919990128283,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.9,35000000,68712365,31598308,-1,22199751,1.24918621333333,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,2.1,12000000,4922166,4922166,-1,0,1,226792,0.0226792,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2008,7.7,29000000,28144586,18622031,-1,70914234.9090909,2.07397505254829,85252067.3333333,6.24260915277778,315229503.833333,2.82270104038578,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,7.2,1000000,6030129,2511476,1,23246912.75,1.83125175581395,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,4.8,2000000,3438804,2512846,-1,24070386,1.15927848522222,0,1,305611257.333333,4.93279225660131,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6.4,72500000,71880305,51855045,-1,159301824,2.52844478388951,119880271.5,4.27899927662338,219154490,7.96925418181818,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.1,150000000,287389685,119436770,-1,191845565.5,4.07349833395378,91574233.5,1.31154741239837,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.8,175000000,302469017,150201498,-1,60607762,4.72376358290383,216375481,2.64115181794872,367595470.5,3.10238957557023,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,5.8,50000000,35062683,20534907,-1,146902015,3.49185501041173,43924923,3.66041025,43924923,3.66041025,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2002,7.5,97000000,190400000,77730500,-1,168201518.166667,3.36155618938913,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2004,7.7,2500000,36028802,26782316,1,505610.5,1.2556105,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6.1,9500000,118482,113682,-1,80827262.7162162,2.44300478685008,72709587.5,59.20489846875,72709587.5,59.20489846875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7.5,42000,342722,241816,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,5.9,20000000,20819601,18882880,-1,91640630.125,5.70938918904915,23889158,1.32717544444444,110248837,3.03022124296296,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.2,7000000,254683,254683,-1,68987173.6666667,1.23884418805556,0,1,80013623,1.86078193023256,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,5,40000000,19417182,14967182,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.8,10000000,19860259,11560259,-1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,4.7,40000000,46437122,30981850,-1,15548058,1.613781,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2007,5.2,120000000,237702596,115802596,-1,3977833,0.959359631578947,119596120,1.57631167596154,182782518,2.284781475,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,5.4,20000000,68349884,30113491,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,6.8,20000000,26612350,13252641,-1,35147612.4444444,2.33564861436508,327622170.666667,3.11380776482733,92111551,2.302788775,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,7.5,5500000,8761608,6217849,-1,32719199.2,2.18430096330386,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,2.3,54000000,7266209,6087542,-1,89929010.2222222,1.49381008520094,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,12000000,43281552,11634362,1,58580507,7.32952001437861,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2000,8.5,103000000,457683805,187683805,1,26500000,1.04444444444444,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,2.1,8500000,4273372,4273372,-1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,6.8,33000000,27610873,4283255,-1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,6.3,55000000,12923936,12882934,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2008,6.2,16000000,31631,31631,-1,86957839.9041096,2.49421466782065,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,5.1,17000000,45312217,37667746,1,1635798.5,0.798111720588235,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.5,200000,40835,28835,-1,44257332.5,2.84678185692308,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,5.6,25000000,59183821,35017297,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.3,18000000,41300105,41300105,1,249661132.25,2.78130460311111,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,5.8,14000000,12591270,5108820,-1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,6.2,9000000,3922043,2956339,-1,0,1,0,1,12591270,0.899376428571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2008,8.2,25000000,274543085,148095302,1,64514993.6666667,2.20675799854701,0,1,112627027.285714,3.42778268543205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.1,5000000,6590172,6090172,-1,125749817.2,3.19240448361905,11499734.6666667,1.43331564444444,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.7,53000000,50187789,25031037,-1,50873360.0666667,1.44016156856517,62682317.1,6.26297056057882,104925645.666667,7.50748851175424,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2000,6.4,500000,1167524,1115313,1,5823524.71428571,0.914505568571429,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,5.9,35000000,102115888,68915888,1,65802227,4.13785209360707,0,1,65842412,3.65791177777778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.6,1000000,227241,227241,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,6.9,75000000,202871849,118871849,1,92571471.5294118,1.75021446983198,0,1,127697411.2,4.31807608038961,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2002,4.5,25000000,19233280,15567860,-1,68586149.2592593,2.76076315081314,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2002,4,15000000,37659652,30259652,1,3995094,0.999693375,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,6.5,150000000,624346274,227946274,1,143441549,4.48474252634748,0,1,76430755,1.40307500112689,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,4.6,40000000,51867723,36037909,-1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.7,87000000,350100280,165092266,1,4451068.25,1.24456313888889,0,1,457683805,4.44353208737864,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2007,6.2,50000000,80583311,27669725,-1,48525599.8,1.17949298249158,278277850,3.33550275419982,43281552,3.606796,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2006,4.5,47000000,37923818,15849032,-1,107695622.857143,5.51977438115646,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,6.5,85000000,385000317,198000317,1,25748134,1.77992536,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,7.2,950000,8267066,1024640,1,52653779.1666667,1.97663841002868,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,7.3,100000000,878979634,261987880,1,0,1,974755371,7.798042968,974755371,7.798042968,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,7.6,150000000,896911078,290013036,1,280028155.833333,2.9430097897151,0,1,141205169,2.17238721538462,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,7.5,250000000,934416487,301959197,1,368965685.2,3.56326886775824,896911078,5.97940718666667,942943935,6.2862929,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,7.4,150000000,942943935,292004738,1,428763210.166667,3.98292949675214,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,7.8,130000000,796688549,249538952,1,439489817,4.89489817,926867502.5,8.293919654,33649881,6.7299762,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,7.4,125000000,974755371,317575550,1,17178091.25,1.24080260714286,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,7,2000000,6225304,3337931,1,73308376.5833333,1.62074060297052,104505362,2.32234137777778,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.3,70000000,33076815,19076815,-1,83523647.8333333,1.89556575634764,0,1,68079671,2.19611841935484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,6.4,40000000,178390243,93953653,1,0,1,0,1,70187088,2.00534537142857,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.3,35200000,38283765,37788228,-1,48829739.5714286,3.38255703809524,35586125.5,1.68620418333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.2,38000000,57753825,40334024,-1,99367867.75,1.70341524985632,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.9,31000000,30885781,24185781,-1,87525070,1.75603528735632,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.8,6000000,3643900,3067312,-1,22594056,1.2207095,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,6.8,60000000,99823958,59623958,-1,37492182.3333333,2.21582858762183,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,5,15000000,10845127,10494147,-1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5.8,10000000,13684949,13684949,-1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,6.6,78000000,107336658,67286731,-1,15515993,1.11083704651163,106515310,1.331441375,365900000,3.93440860215054,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,5.9,25000000,123100486,51100486,1,161061572.357143,2.71190333805239,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,6.3,42000000,63781100,41543207,-1,45229618,1.93482331567359,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
