"Year","imdbRating","budget_raw","worldwide_raw","domestic_raw","big_money","avg_prior_Actors_total","avg_prior_Actors_ratio","avg_prior_Writer_total","avg_prior_Writer_ratio","avg_prior_Director_total","avg_prior_Director_ratio","Comedy","Drama","Romance","Biography","History","Adventure","Horror","Mystery","Action","Crime","Fantasy","Thriller","Sci-Fi","Sport","Documentary","Music","Animation","Family","Musical","War","Western"
2011,5.9,5e+06,207039844,104028807,1,0,1,155878038.5,218.698252741667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,4.5,5e+06,142793842,53900335,1,74339013.2,98.7377061333333,162306443.5,23.643310475,207039844,41.4079688,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7,6e+07,108159011,56003051,-1,50616195.2222222,2.25540062426181,0,1,89382663,1.23347522568978,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,6.1,2.5e+07,120168633,77267296,1,97751856.2359551,2.93101936467917,145395745,1.45395745,78236513.3333333,3.50545275060606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.4,1.3e+07,4857374,4857374,-1,0,1,0,1,66791970.8928571,2.51142379383436,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6.3,5e+06,894030,742898,-1,73184656.5,1.91166121428571,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,6.6,2e+07,4453327,4452423,-1,1059941.75,0.891325566666667,4239767,0.565302266666667,4239767,0.565302266666667,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7.1,4e+07,100179814,37412945,1,29858466.3333333,3.81936810416667,37358334.3333333,4.05846354166667,93503625.5,5.72793018163265,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,5.2,2.6e+07,185904750,146336178,1,113410708.75,3.25293339318182,0,1,90888800.5,1.56340226944444,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2003,6.2,6e+07,89350576,53789313,-1,100877789.625,1.68592752883386,182469475.5,1.83537263897059,77628265,0.675028391304348,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2001,5.9,151500000,449239855,198539855,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,1.5e+07,9177065,9177065,-1,84837266.3636364,3.11232134827339,21170563,1.24532723529412,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5.9,9.5e+07,226467130,88768303,1,26164998.3333333,1.24264433715278,135015330,2.2502555,475447040.75,4.572436452,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2013,6,9e+07,200859554,68559554,1,107534814.290323,2.69705854427191,0,1,97592537,3.35334878666667,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2006,7.5,63700000,133603463,2223293,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2009,6.4,6600000,828,828,-1,68586707.25,14.1410604492129,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2007,8,7300000,22742498,4443403,1,470844.2,0.699635867172675,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,7.1,1.1e+07,97837138,46566212,1,70905447.6666667,1.53767744156746,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,7.1,3e+05,3590570,2528664,1,8896738.25,1.08954539,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5.6,2.4e+07,83314723,25003155,1,116245691,2.1749602748137,28639872.6666667,1.83540553333333,38395537.5,3.19828195098039,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.1,3e+08,960996492,309420425,1,363719147,3.20131138931612,918728575.666667,4.83577631022222,522256662.75,4.64891389641667,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2006,7.3,2.25e+08,1060615812,423315812,1,175148342,2.50403066220298,317477051.5,3.039816412,342803613,4.62726917744444,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2011,6.7,2.5e+08,1043663875,241063875,1,315005124.230769,3.04622857740173,885522135.666667,4.33226750577778,174235743,4.27507966911765,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2003,8.1,1.25e+08,634954103,305411224,1,38012375.8,2.10920175238095,0,1,196728368,4.40108735416667,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2012,7.3,1.7e+07,115331177,65001093,1,78061790.75,3.09694989459325,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,6.1,6e+07,108996113,42194060,-1,102942677.066667,3.81361245297287,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,5.7,1e+08,362211740,180011740,1,10764388,1.42277425,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2010,6.6,3e+06,4570178,4033574,-1,34175402.9,1.6546190819594,17518322,2.69512646153846,17518322,2.69512646153846,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.7,1500000,31916,3865,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,6.3,2e+07,52858433,18098433,1,13860758,1.30443032,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2002,7,4e+06,563711,563711,-1,20922118.25,1.35385671666667,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,5.6,1.6e+08,181674817,60674817,-1,80445935.0769231,1.64849855791398,0,1,484161265,3.22774176666667,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.4,2.5e+07,14805812,10103647,-1,28453434.4,1.46440202285714,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.4,4e+07,127234389,52000688,1,147344288.272727,1.69338888769758,19618577.3333333,1.1571311,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2012,6.5,3.5e+07,31393201,20275446,-1,206045732.333333,3.14277199604317,305393411.6,2.8550327868964,59361950.5,1.8167031375,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2007,5.8,2e+07,81461343,47852604,1,67685887.6,3.99187112565588,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,6.7,3e+07,43440721,15740721,-1,114166180.684211,2.39941634271697,33945260.5,2.43799951960784,64474705,2.30266803571429,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2011,5.7,6e+07,84154026,29136626,-1,112652899.916667,2.01136914834744,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2004,7,7000,565846,424760,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2009,6,9e+06,883887,883887,-1,77699093.3939394,16.9616753411926,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,8.1,4.6e+07,113402302,61002302,1,141688116.636364,2.42686410659153,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2012,6.7,1.2e+07,96731865,54731865,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,5.3,8e+06,10763183,10130219,-1,0,1,0,1,9408183,0.9408183,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3.8,1.8e+07,57109687,43869350,1,89460084.25,2.28720985029762,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,6.6,1.5e+07,9300336,7597898,-1,151371231.6875,2.65499331891122,0,1,16305955.5,0.90674880989011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6.8,2e+07,8284331,7535331,-1,127699120.5,1.82146001256804,0,1,62097495,1.08942973684211,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,102500000,210379983,97104620,1,150862496.2,2.46699140607843,4316497,0.719416166666667,156390891.333333,1.88191556896591,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,4.7,7500000,29771485,20264436,1,19167451.5,1.17594336666667,61644072,3.24054445176471,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,7.3,2.5e+07,24591031,17791031,-1,42817383.75,1.606347675,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,3.5e+07,10157534,8050977,-1,95479314.5517241,2.54248725600495,3914047.66666667,0.836842652173913,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2009,6.1,3.8e+07,44411527,31811527,-1,141391465.416667,2.30905559108586,0,1,122975028.230769,1.8192020544302,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2011,6.7,1.3e+08,554987477,149260504,1,150593291.36,3.17191328370869,0,1,807330936,5.04581835,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,6.7,2.3e+08,591692078,169368427,1,231175927.857143,3.00945436006906,284171925.8,6.15327665832493,69554626.5,5.18998424666667,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2008,6.1,1.2e+07,41291811,31691811,1,98958607.2931034,3.02511416592202,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,5.1,3.5e+07,30307804,30307804,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2010,7,5e+06,5839592,2229058,-1,138691383.052632,2.28535141598596,0,1,2814596,0.799981333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.5,7e+06,16866928,6199600,1,83604942.7777778,2.31260504952715,0,1,26348203,1.31741015,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.7,1.2e+07,13326864,12796861,-1,75661811,2.69651761891935,0,1,96148711,1.2018588875,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5.2,3e+07,93772522,49772522,1,10984736.75,0.731667635,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6.9,3.5e+07,53293628,52333738,-1,78555513.1,1.81503306533773,80491516,3.65870527272727,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,5.8,1.5e+07,14811980,10411980,-1,30640470.3333333,2.11995000070175,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2004,5.9,5e+07,43340302,37485528,-1,44269993.25,1.635399865,0,1,165334774,5.51115913333333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.2,8e+05,2811439,2073984,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.1,47500000,112214531,42754105,1,56234462.4,2.416233419,67081848,2.77600848636364,156229050,6.50954375,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2010,6.7,1.5e+07,27469621,26167002,-1,83307560.4285714,1.95948650511905,22913677,0.654676485714286,22978953,1.91491275,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2006,8.6,5300000,29197694,2197694,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7.3,1.35e+08,245504574,123257581,-1,312666403.863636,3.63051435266285,250729095.333333,2.18668447164502,610004628.6,4.35979544513333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,6.4,4.8e+07,86607223,56607223,-1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,8,1.5e+08,626549695,206445654,1,17178091.25,1.24080260714286,632107545,6.87073418478261,316053772.5,3.9353670923913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2004,7.8,4e+07,124823094,75305995,1,101319491.25,3.32265070003244,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,7.1,1.1e+08,293237309,85463309,1,146390918.846154,1.66280600536359,58084083,1.46904860833333,228135422.857143,3.41713845651743,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2002,7,3e+06,5853194,5853194,-1,75568789.3333333,1.99781592941176,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5.1,4.5e+07,17492014,16809014,-1,81580922.4,1.37087609612637,0,1,164285587,2.73809311666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,6.7,8.4e+07,137162560,53262560,-1,95600841.3043478,1.97812694056214,202761813.333333,1.30348555023923,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2008,7.4,4e+07,119627047,627047,1,28016700.25,2.83472502083333,0,1,83489420.5,1.08210232898551,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,5.5,6.5e+07,48164150,44806783,-1,108181515.9375,12.4360119624193,95555805,3.67522326923077,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2002,7.2,7.8e+07,206455420,92955420,1,83817035.6666667,1.47627908965121,350100280,4.02414114942529,347425832,3.86028702222222,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2005,6.5,2.6e+07,95555805,57891803,1,191986704.5,3.51154580111656,0,1,25114901,0.7175686,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011,5.4,4.2e+07,90300442,37662162,1,215190690,4.79451881326992,0,1,212946532,6.89725898803089,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,6.2,4e+06,1065429,1065429,-1,30181092,1.10675894311591,32241000.6666667,2.59086046753247,32241000.6666667,2.59086046753247,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012,5.9,5.8e+07,50365498,49876377,-1,82670135.2307692,1.95932620092213,38230435,1.5292174,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,6.2,5e+06,765388,65388,-1,0,1,16830252,0.480864342857143,31751532.5,0.629372279761905,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2002,6.2,6e+07,82150183,43061982,-1,30079871.1666667,1.58688137406964,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2007,7.6,2e+07,20081987,19661987,-1,143247938.0625,4.00881937741337,28915761,2.40964675,28915761,2.40964675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7.2,1.6e+07,56506120,19068240,1,87999228.1323529,2.41970255561759,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6.5,6700000,223878,223878,-1,21408114.5,1.03544152666667,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,6.8,27500000,27036045,9736045,-1,132546252.058824,4.41706150472855,0,1,11537539,3.84584633333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,5.9,1e+07,21851362,20342161,1,2093515.5,0.79187031,242623650.25,3.32355684642857,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,7.1,4e+07,31670620,29077547,-1,16307115.875,1.34883308687983,0,1,926867502.5,8.293919654,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2010,6.3,3.2e+07,18195238,13942007,-1,133200491.866667,2.99798639634928,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2006,7.4,1e+07,7037886,5490423,-1,61089145.5454545,1.51399371637959,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.7,3.5e+07,103787401,40119709,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2004,6.1,5e+07,128940078,50740078,1,24745897.5,1.05932371875,103787401,2.96535431428571,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2007,6.3,4.5e+07,146162920,50648679,1,111765865.833333,2.53021593772072,116363739.5,2.77207793714286,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2011,6.8,8e+06,2818394,163753,-1,234546273.6,4.57715829247863,0,1,20801809.3333333,1.09156532985348,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,6.8,1.3e+07,3260555,3172382,-1,112417086.45,1.87836235336217,0,1,20541668,0.342361133333333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,7.4,4.5e+07,79564960,22911480,-1,107974060.9375,2.02238865514352,0,1,96947540,1.34649361111111,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,6.4,3.8e+07,92425135,42025135,1,197228415,2.48610404842433,79080320.6666667,1.13885163253968,65014105.5,1.26155765297619,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2004,7.9,2600000,3216111,2276368,-1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2001,6.5,4.7e+07,29781453,29781453,-1,38966061.4,1.33614772087541,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,6e+07,78481410,40081410,-1,154653859.9375,2.76608710084212,184634237,3.69268474,32955399,1.0985133,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011,7,9e+07,487519809,143619809,1,190207418.285714,3.55167547382843,0,1,546421083,6.93654993241453,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,7.3,1.45e+08,306900902,103412758,1,135393600.789474,1.85877325541361,5839592,1.1679184,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2011,7.6,9.3e+07,482860185,176760185,1,0,1,120737246.666667,1.87403913333333,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2008,5.2,2e+06,2046090,55202,-1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2010,6.7,2.1e+08,322459006,105487148,-1,160047735.428571,1.99706384460539,118326932.333333,2.88575977154471,191181490.833333,2.19703481839915,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,6.3,8e+07,260700012,128200012,1,100704913.428571,2.80620296454225,0,1,386116343,5.94025143076923,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,5.9,7e+07,50118613,38518613,-1,0,1,405862393,2.87935644248366,151388123.714286,3.8606875573021,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2001,6.1,3.8e+07,19317765,16991902,-1,90552935,1.65552935,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,7.3,1.8e+07,27794339,5700626,-1,122893208,5.22926461326216,598645,0.0598645,598645,0.0598645,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2006,7.2,2.4e+07,156229050,70269899,1,13654217.25,0.93964190625,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,5.9,1e+07,17500866,17380866,-1,62533185.6,1.72925695590476,0,1,38230435,1.5292174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,2.9,7e+07,25852508,18990542,-1,63082129.4,3.02253192114286,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2003,5.5,2.5e+07,55443032,39402572,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,6.7,1e+07,36743410,6003262,1,87768897.8333333,3.27609483308081,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,7.5,1.7e+07,8345277,6855137,-1,79293256.1111111,1.95516596693067,13515511.5,1.61488062962963,10464788,2.616197,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,8.3,3.8e+07,95224595,26947624,1,122992469.272727,2.34353086452148,65557933.8333333,3.74324992605843,302487205.888889,2.40412043417099,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.5,9e+07,347425832,226164286,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2007,6.1,1.8e+08,253025968,140125968,-1,173803894.5,2.13180754683229,347425832,3.86028702222222,262892480.25,2.34175460751719,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2003,6,7e+07,207154748,116877597,1,78232607.1538462,2.25455743727585,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2012,6.5,3.3e+07,41495213,17142080,-1,67096556,1.73472054653403,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2013,6.7,2.8e+07,93943623,71399120,1,12529653.25,0.928995046428571,0,1,40367201.25,1.51406449642857,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7.1,750000,4413188,4010957,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,1.45e+08,121671925,68671925,-1,94542283.2608696,2.55812133960075,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.6,5200000,1695126,795126,-1,28794346.1176471,29.3799353686997,0,1,116958875.285714,2.08929442690476,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,6.9,780000,1310470,1310470,-1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.4,1.3e+08,295713467,118311368,1,205519670.2,2.03567315119158,68252825,1.3710031495283,16304968,1.3780326452381,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2011,5.8,3e+07,104283753,23209310,1,166949117.8,1.96210518369748,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,5.9,4600000,968805,434417,-1,84921636.1111111,1.75059830270069,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.1,1.3e+07,131638276,91038276,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,6.9,5e+06,10228228,8886160,1,14152560.3333333,1.2293407859757,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7.7,3.5e+07,101199761,83299761,1,205846390.4,2.49926443254478,0,1,108505008.75,3.22824219395822,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.7,1200000,103096345,55185045,1,5728419.25,0.913669121428571,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,6.6,5e+06,152925093,87025093,1,0,1,51548172.5,43.4568104166667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.2,1e+07,163876815,80238724,1,76462546.5,15.7925093,128010719,58.2493197166667,152925093,30.5850186,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2007,5.9,1e+07,135759694,63300095,1,63360381.6,9.99454002,341808,0.106815,158400954,23.48635005,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2008,5.8,10800000,118209778,56746769,1,143306780.666667,16.8794296166667,68050751,6.8413922,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2001,4.9,2.5e+07,5516708,5516708,-1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.2,4.5e+07,141189101,71277420,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.4,4.5e+07,155200000,110000082,1,0,1,47063033.6666667,1.71251185925926,15549702,1.110693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,5.1,4e+07,178710620,90710620,1,30148634,0.959573569360387,155200000,3.44888888888889,85374851,2.27979094444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3.5,2e+07,63461314,32015787,1,66788832.6,5.85363382343434,77600000,2.22444444444444,81038324.6,2.46133027777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,5.9,2e+07,17807569,17807569,-1,102447342.357143,10.6561808909347,0,1,128263027,3.21678997916667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,4.9,8.4e+07,276294164,153294164,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004,4.9,2.5e+07,181185387,84185387,1,276294164,3.28921623809524,120799978.5,2.91967682738095,276294164,3.28921623809524,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.8,4e+06,39375361,10525717,1,0,1,53243224,3.28869987948718,53243224,3.28869987948718,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7.4,8.6e+07,148336445,120277854,-1,65903785,1.65080802083333,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,5.4,4e+07,96502347,24827228,1,147358823.230769,2.09509657441414,0,1,147080413,1.8385051625,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2003,7.6,3e+07,47902566,42070939,-1,41663532.8333333,2.13081780705128,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
